Key,Comment,en,en-GB,de,es,
ALBUM_ALERT_MESSAGE_CAN_NOT_DOWNLOAD_WHILE_RESTORING,"Album alert message, can't download whilst restoring",Could not start a download whilst a restore is in progress.,Could not start a download whilst a restore is in progress.,Could not start a download whilst a restore is in progress.,Could not start a download whilst a restore is in progress.,
ALBUM_ALERT_MESSAGE_CAN_NOT_RESTORE_WHILE_DOWNLOADING,"Album alert message, can't restore whilst downloading",Could not start a restore whilst a download is in progress.,Could not start a restore whilst a download is in progress.,Could not start a restore whilst a download is in progress.,Could not start a restore whilst a download is in progress.,
ALBUM_ALERT_MESSAGE_CAN_NOT_RESTORE_WHILE_RESTORING,"Album alert message, can't restore whilst restoring",Could not start a restore whilst another restore is in progress.,Could not start a restore whilst another restore is in progress.,Could not start a restore whilst another restore is in progress.,Could not start a restore whilst another restore is in progress.,
MUSIC_NEW_PLAYLIST_SAVE_BUTTON_TEXT,Title of OK button that displays on the new playlist alert view when adding songs to a new playlist.,Save,Save,Save,Save,
MUSIC_NEW_PLAYLIST_ADDMUSIC_BUTTON_TEXT,Title of OK button that displays on the new playlist alert view when creating a playlist from scratch.,Add Songs,Add Songs,Add Songs,Add Songs,
DOWNLOAD_NO_FILES_TO_DOWNLOAD,Download alert message - no files to download,Could not retrieve any files to download.,Could not retrieve any files to download.,Could not retrieve any files to download.,Could not retrieve any files to download.,
MUSIC_0_SONGS_TO_BE_PLAYED_ERROR_MESSAGE,"Message to be displayed when trying to play 0 songs -- e.g., an empty playlist.",The selection does not contain any songs.,The selection does not contain any songs.,The selection does not contain any songs.,The selection does not contain any songs.,
PROVISION_LABEL_CHOOSE_WHAT_TO_RESTORE,Provision - summary label for restore,Restore content backed up from the devices below.,Restore content backed up from the devices below.,Restore content backed up from the devices below.,Restore content backed up from the devices below.,
FILE_MANAGER_REMOVE_SONG_FROM_PLAYLIST_TITLE,Title of alert that shows up when a song is removed from a playlist,Remove song(s)?,Remove song(s)?,Remove song(s)?,Remove song(s)?,
FILE_MANAGER_REMOVE_SONGS_FROM_PLAYLIST_TITLE,Title of alert that shows up when songs are removed from a playlist,Remove song(s)?,Remove song(s)?,Remove song(s)?,Remove song(s)?,
FILE_MANAGER_REMOVE_SONG_FROM_PLAYLIST_MESSAGE,Message of alert that shows up when a song is removed from a playlist,Are you sure you want to remove the selected song(s) from the playlist?,Are you sure you want to remove the selected song(s) from the playlist?,Are you sure you want to remove the selected song(s) from the playlist?,Are you sure you want to remove the selected song(s) from the playlist?,
FILE_MANAGER_REMOVE_SONGS_FROM_PLAYLIST_MESSAGE,Message of alert that shows up when songs are removed from a playlist,Are you sure you want to remove the selected song(s) from the playlist?,Are you sure you want to remove the selected song(s) from the playlist?,Are you sure you want to remove the selected song(s) from the playlist?,Are you sure you want to remove the selected song(s) from the playlist?,
SNAPSHOT_LABEL_TAP_TO_CANCEL,"Snapshot - label, Tap to cancel",Tap to cancel,Tap to cancel,Tap to cancel,Tap to cancel,
EMAIL_SELECT_VIEW,Screen title for Email,Step 3,Step 3,Step 3,Step 3,
NOTIFICATION_LABEL_RESTORING_FORMAT,Notification: Label 'Restoring %d of %d',Restoring %d of %d,Restoring %d of %d,Restoring %d of %d,Restoring %d of %d,
NOTIFICATION_LABEL_RESTORING_FORMAT_IPAD,Notification: Label 'Restoring %d of %d (%d%)...',Restoring %d of %d (%d%%)...,Restoring %d of %d (%d%%)...,Restoring %d of %d (%d%%)...,Restoring %d of %d (%d%%)...,
DOWNLOAD_ALERT_TITLE_NO_WIFI,Download alert title - no wifi,No Wi-Fi Available,No Wi-Fi Available,No Wi-Fi Available,No Wi-Fi Available,
DOWNLOAD_ALERT_MESSAGE_NO_WIFI,Download alert message - no wifi,Continue downloads?,Continue downloads?,Continue downloads?,Continue downloads?,
RESTORE_ALERT_TITLE_CANCEL,"Restore - alert title,cancel restore",Cancel Restore,Cancel Restore,Cancel Restore,Cancel Restore,
RESTORE_ALERT_MESSAGE_CANCEL,"Restore - alert message, cancel restore",You can restore anytime from the cloud app Tools menu,You can restore anytime from the cloud app Tools menu,You can restore anytime from the cloud app Tools menu,You can restore anytime from the cloud app Tools menu,
RESTORE_ALERT_MESSAGE_NO_RESTORE_DATA,"Restore - alert message, no restore data found",Could not retrieve data for restore,Could not retrieve data for restore,Could not retrieve data for restore,Could not retrieve data for restore,
RESTORE_ALERT_MESSAGE_NO_SEARCH_RESULTS,"Restore - alert message, no search results",No mobile content found for restore,No mobile content found for restore,No mobile content found for restore,No mobile content found for restore,
DOWNLOAD_PREPARING_RESTORE_NOTIFICATION_TEXT,Message displayed by the notification when preparing for the restore of collections of items.,Preparing restore...,Preparing restore...,Preparing restore...,Preparing restore...,
RESTORE_ALERT_MESSAGE_CANCEL_CONFIRMATION_REQUEST,"Download: Alert message, cancel confirmation request whilst restoring.",Are you sure you want to cancel the restore?,Are you sure you want to cancel the restore?,Are you sure you want to cancel the restore?,Are you sure you want to cancel the restore?,
DOWNLOAD_BUTTON_CANCEL_RESTORE,"Download button, cancel restore.",Cancel Restore,Cancel Restore,Cancel Restore,Cancel Restore,
RESTORE_PAUSED_DUE_TO_NO_NETWORK_MESSAGE,Message displayed by the notification in case of no network connection during a restore.,Connect to network to resume.,Connect to network to resume.,Connect to network to resume.,Connect to network to resume.,
SNAPSHOT_ALERT_MESSAGE_COULD_NOT_RETRIEVE_FILE_LISTING,"Restore - alert message, could not load restore data, retry?",Could not load file data for restore. Retry?,Could not load file data for restore. Retry?,Could not load file data for restore. Retry?,Could not load file data for restore. Retry?,
RESTORE_ALERT_MESSAGE_NO_WIFI,Restore alert message - no wifi,Continue restore?,Continue restore?,Continue restore?,Continue restore?,
RESTORE_ALERT_MESSAGE_LOW_BATT,Restore alert message - low battery,Continue restore?,Continue restore?,Continue restore?,Continue restore?,
SETTINGS_BACKGROUND_UPLOAD_SECTION_HEADER,Table section header for background uploads,Background Upload,Background Upload,Background Upload,Background Upload,
SETTINGS_BACKGROUND_UPLOAD_ENABLED,Enabled,Enabled,Enabled,Enabled,Enabled,
SETTINGS_BACKUP_NETWORK,Backup Network,Backup Network,Backup Network,Backup Network,Backup Network,
CLOUD_SHARE_HOME_LABEL,"Home: Label, for the shares menu option",Shares,Shares,Shares,Shares,
ALBUM_TITLE_FAVORITES,"Album title, Favorites",Favorites,Favorites,Favorites,Favorites,
ALBUM_MESSAGE_PHOTOS_FAVORITED,"Album message, Photos favorited",Photos favorited,Photos favorited,Photos favorited,Photos favorited,
ALBUM_MESSAGE_PHOTOS_UNFAVORITED,"Album message, Photos unfavorited",Photos unfavorited,Photos unfavorited,Photos unfavorited,Photos unfavorited,
ALBUM_MESSAGE_VIDEOS_FAVORITED,"Album message, Videos favorited",Videos favorited,Videos favorited,Videos favorited,Videos favorited,
ALBUM_MESSAGE_VIDEOS_UNFAVORITED,"Album message, Videos unfavorited",Videos unfavorited,Videos unfavorited,Videos unfavorited,Videos unfavorited,
ALBUM_MESSAGE_DOCUMENTS_FAVORITED,"Album message, Documents favorited",Documents favorited,Documents favorited,Documents favorited,Documents favorited,
ALBUM_MESSAGE_DOCUMENTS_UNFAVORITED,"Album message, Documents unfavorited",Documents unfavorited,Documents unfavorited,Documents unfavorited,Documents unfavorited,
ALBUM_MESSAGE_FILES_FAVORITED,"Album message, Files favorited",Files favorited,Files favorited,Files favorited,Files favorited,
ALBUM_MESSAGE_FILES_UNFAVORITED,"Album message, Files unfavorited",Files unfavorited,Files unfavorited,Files unfavorited,Files unfavorited,
ALBUM_MESSAGE_SONGS_FAVORITED,"Album message, Songs favorited",Songs favorited,Songs favorited,Songs favorited,Songs favorited,
ALBUM_MESSAGE_SONGS_UNFAVORITED,"Album message, Songs unfavorited",Songs unfavorited,Songs unfavorited,Songs unfavorited,Songs unfavorited,
CLOUD_SHARE_RESOURCE_SUBTYPE_IMAGE_LABEL,'image' label,photo,photo,photo,photo,
CLOUD_SHARE_RESOURCE_SUBTYPE_IMAGES_LABEL,'images' label,photos,photos,photos,photos,
CLOUD_SHARE_RESOURCE_SUBTYPE_VIDEO_LABEL,'video' label,video,video,video,video,
CLOUD_SHARE_RESOURCE_SUBTYPE_VIDEOS_LABEL,'videos' label,videos,videos,videos,videos,
CLOUD_SHARE_RESOURCE_SUBTYPE_AUDIO_LABEL,'audio' label,audio,audio,audio,audio,
CLOUD_SHARE_RESOURCE_TYPE_FILE_LABEL,'file' label,file,file,file,file,
CLOUD_SHARE_RESOURCE_TYPE_FILES_LABEL,'files' label,files,files,files,files,
CLOUD_SHARE_RESOURCE_TYPE_FOLDER_LABEL,'folder' label,folder,folder,folder,folder,
CLOUD_SHARE_RESOURCE_TYPE_FOLDERS_LABEL,'folders' label,folders,folders,folders,folders,
CLOUD_SHARE_RESOURCE_TYPE_ALBUM_LABEL,'album' label,album,album,album,album,
CLOUD_SHARE_RESOURCE_TYPE_ALBUMS_LABEL,'albums' label,albums,albums,albums,albums,
CLOUD_SHARE_RESOURCE_TYPE_PLAYLIST_LABEL,'playlist' label,playlist,playlist,playlist,playlist,
CLOUD_SHARE_RESOURCE_TYPE_PLAYLISTS_LABEL,'playlists' label,playlists,playlists,playlists,playlists,
CLOUD_SHARE_RESOURCE_TYPE_CONTACT_LABEL,'contact' label,contact,contact,contact,contact,
CLOUD_SHARE_RESOURCE_TYPE_CONTACTS_LABEL,'contacts' label,contacts,contacts,contacts,contacts,
CLOUD_SHARE_RESOURCE_TYPE_CONTACT_GROUP_LABEL,'contact group' label,contact group,contact group,contact group,contact group,
CLOUD_SHARE_RESOURCE_TYPE_CONTACT_GROUPS_LABEL,'contact groups' label,contact groups,contact groups,contact groups,contact groups,
CLOUD_SHARE_SHARED_WITH_ME_LABEL,Shared with me label,Shared By Others,Shared By Others,Shared By Others,Shared By Others,
CLOUD_SHARE_SHARED_BY_ME_LABEL,Shared by me label,Shared By Me,Shared By Me,Shared By Me,Shared By Me,
CLOUD_SHARE_LEAVE_SHARE_ALERT_TITLE,Leave share alert title,Remove Share,Remove Share,Remove Share,Remove Share,
CLOUD_SHARE_LEAVE_SHARE_ALERT_MESSAGE,Leave share alert message,Are you sure you want to remove the selected share?,Are you sure you want to remove the selected share?,Are you sure you want to remove the selected share?,Are you sure you want to remove the selected share?,
CLOUD_SHARE_DOWNLOAD_SHARE_LABEL,Download share label,Download,Download,Download,Download,
CLOUD_SHARE_ADD_SHARER_TO_ADDRESS_BOOK_LABEL,CLOUD_SHARE_ADD_SHARER_TO_ADDRESS_BOOK_LABEL,Add Sharer to Address Book,Add Sharer to Address Book,Add Sharer to Address Book,Add Sharer to Address Book,
CLOUD_SHARE_DELETE_SHARE_ALERT_TITLE,Delete share alert title,Remove Share,Remove Share,Remove Share,Remove Share,
CLOUD_SHARE_DELETE_SHARE_ALERT_MESSAGE,Delete share alert message,Are you sure you want to remove the selected share? Doing so will unshare the content with all recipients.,Are you sure you want to remove the selected share? Doing so will unshare the content with all recipients.,Are you sure you want to remove the selected share? Doing so will unshare the content with all recipients.,Are you sure you want to remove the selected share? Doing so will unshare the content with all recipients.,
CLOUD_SHARE_MANAGE_SHARE_LABEL,Manage share label,Manage Share,Manage Share,Manage Share,Manage Share,
CLOUD_SHARE_GENERIC_SUCCESS_TOAST_LABEL,Generic success toast label,Success,Success,Success,Success,
CLOUD_SHARE_GENERIC_FAILURE_TOAST_LABEL,Generic failure toast label,Failed,Failed,Failed,Failed,
CLOUD_SHARE_SHARED_BY_LABEL,'Shared by' label,Shared By,Shared By,Shared By,Shared By,
CLOUD_SHARE_DATE_SHARED_LABEL,'Date shared' label,Date Shared,Date Shared,Date Shared,Date Shared,
MUSIC_LABEL_NO_FAVORITE_SONGS,"Music: Label, 'No favorite songs in account.'",You do not have any music marked as favorite.,You do not have any music marked as favorite.,You do not have any music marked as favorite.,You do not have any music marked as favorite.,
UPLOAD_ALERT_COULD_NOT_COMPLETE_OPERATION_TOO_LARGE,Alert message: Could not upload files - DV server returned OPERATION_TOO_LARGE error.,Could not complete upload.,Could not complete upload.,Could not complete upload.,Could not complete upload.,
ALBUM_LABEL_NO_FAVORITE_PHOTOS,"Album: Label, 'No favorite photos in account.'",You do not have any photos marked as favorite.,You do not have any photos marked as favorite.,You do not have any photos marked as favorite.,You do not have any photos marked as favorite.,
ALBUM_LABEL_NO_FAVORITE_VIDEOS,"Album: Label, 'No favorite videos in account.'",You do not have any videos marked as favorite.,You do not have any videos marked as favorite.,You do not have any videos marked as favorite.,You do not have any videos marked as favorite.,
ALBUM_LABEL_NO_FAVORITE_DOCUMENTS,"Album: Label, 'No favorite documents in account.'",You do not have any documents marked as favorite.,You do not have any documents marked as favorite.,You do not have any documents marked as favorite.,You do not have any documents marked as favorite.,
ALBUM_LABEL_NO_FAVORITE_FILES,"Album: Label, 'No favorite files in account.'",You do not have any files marked as favorite.,You do not have any files marked as favorite.,You do not have any files marked as favorite.,You do not have any files marked as favorite.,
RESTORE_ESTIMATE_ALERT_MESSAGE,Alert Message: Restore time estimate,The restore estimated is calculated assuming %d MB per minute.,The restore estimated is calculated assuming %d MB per minute.,The restore estimated is calculated assuming %d MB per minute.,The restore estimated is calculated assuming %d MB per minute.,
RESTORE_ESTIMATE_ALERT_TITLE,Alert Title: Restore time estimate,Restore Estimate,Restore Estimate,Restore Estimate,Restore Estimate,
FILE_MANAGER_DOCUMENT_DELETE_TITLE,Title of alert that asks for user confirmation when deleting a document,Delete document(s)?,Delete document(s)?,Delete document(s)?,Delete document(s)?,
FILE_MANAGER_DOCUMENT_DELETE_MESSAGE,Message of alert that asks for user confirmation when deleting a document,Are you sure you want to delete the selected document(s) from the cloud? You cannot undo this action.,Are you sure you want to delete the selected document(s) from the cloud? You cannot undo this action.,Are you sure you want to delete the selected document(s) from the cloud? You cannot undo this action.,Are you sure you want to delete the selected document(s) from the cloud? You cannot undo this action.,
FILE_MANAGER_DOCUMENTS_DELETE_TITLE,Title of alert that asks for user confirmation when deleting multiple documents,Delete document(s)?,Delete document(s)?,Delete document(s)?,Delete document(s)?,
